text	tokenized	preprocessed	label
I'll blacken this punk so he'll ...	['ill', 'blacken', 'punk', 'hell']	ill blacken punk hell	3
I got my shotgun full of 16 , thin dimes .	['got', 'shotgun', 'full', '16', 'thin', 'dimes']	got shotgun full 16 thin dimes	1
So you can see [PERSON] is deep in trouble .	['see', 'person', 'deep', 'trouble']	see person deep trouble	4
I think this is the greatest day I've ever spent .	['think', 'greatest', 'day', 'ive', 'ever', 'spent']	think greatest day ive ever spent	5
Do you drink this stuff ? No .	['drink', 'stuff']	drink stuff	2
You saying I got no brains ?	['saying', 'got', 'brains']	saying got brains	1
Besides , I have to go to the goddamn senior honours dinner tonight .	['besides', 'go', 'goddamn', 'senior', 'honours', 'dinner', 'tonight']	besides go goddamn senior honours dinner tonight	1
Everybody else thought it was funny !	['everybody', 'else', 'thought', 'funny']	everybody else thought funny	7
Are you crazy , [PERSON] ?	['crazy', 'person']	crazy person	7
Welcome ! Welcome !	['welcome', 'welcome']	welcome welcome	5
We got an unknown in here .	['got', 'unknown']	got unknown	2
It's [PERSON] .	['person']	person	1
[PERSON] ! What the -- ?	['person']	person	1, 7
Let go of my rifle .	['let', 'go', 'rifle']	let go rifle	1
[PERSON] , what have you done my little sister ?	['person', 'done', 'little', 'sister']	person done little sister	1
You're too little and weak , like a girl .	['youre', 'little', 'weak', 'like', 'girl']	youre little weak like girl	3
Don't cry .	['dont', 'cry']	dont cry	6
If you have any last words , say them now .	['last', 'words', 'say']	last words say	1
I did it , bro .	['bro']	bro	8
Drop that wood !	['drop', 'wood']	drop wood	1
You're pretty enough to do other things .	['youre', 'pretty', 'enough', 'things']	youre pretty enough things	5
But there's the challenge .	['theres', 'challenge']	theres challenge	4
Aye , it might be the monster , all right !	['aye', 'might', 'monster', 'right']	aye might monster right	4
He's got a shotgun on you , [PERSON] .	['hes', 'got', 'shotgun', 'person']	hes got shotgun person	4
I told him my problem , I told him I loved you and he told me to keep my trap shut .	['told', 'problem', 'told', 'loved', 'told', 'keep', 'trap', 'shut']	told problem told loved told keep trap shut	6
Son of dork , son of dork !	['son', 'dork', 'son', 'dork']	son dork son dork	1
Then give me your home number .	['give', 'home', 'number']	give home number	1
We're seven minutes behind schedule .	['seven', 'minutes', 'behind', 'schedule']	seven minutes behind schedule	1
Something terrible always happens when I go to a party .	['something', 'terrible', 'always', 'happens', 'go', 'party']	something terrible always happens go party	4
It's a belt that makes its wearer invisible .	['belt', 'makes', 'wearer', 'invisible']	belt makes wearer invisible	7
Will you look after [PERSON] for me ?	['look', 'person']	look person	8
Hey , come on !	['hey', 'come']	hey come	1, 2
It's a pleasure , I assure you , [PERSON] .	['pleasure', 'assure', 'person']	pleasure assure person	5
He was safe .	['safe']	safe	5
If I take the Fifth and refuse to testify before the grand jury ... It could destroy my reputation .	['take', 'fifth', 'refuse', 'testify', 'grand', 'jury', 'could', 'destroy', 'reputation']	take fifth refuse testify grand jury could destroy reputation	4
I don't mind it if you call me [PERSON] , you know .	['dont', 'mind', 'call', 'person', 'know']	dont mind call person know	7
I have all this money , and no dress .	['money', 'dress']	money dress	6
Clear ?	['clear']	clear	1
Yeah !	['yeah']	yeah	5, 7
Mommy ...	['mommy']	mommy	6
I don't want any trouble .	['dont', 'want', 'trouble']	dont want trouble	4
I'm flying to [LOCATION] tonight , [PERSON] .	['im', 'flying', 'location', 'tonight', 'person']	im flying location tonight person	2
I can pay whatever you want .	['pay', 'whatever', 'want']	pay whatever want	8
He humiliated me !	['humiliated']	humiliated	1, 3, 6
I'm sure that in all [LOCATION] there's no empathicalist as charming as you .	['im', 'sure', 'location', 'theres', 'empathicalist', 'charming']	im sure location theres empathicalist charming	5
I didn't like this boy to begin with , but no man that wasn't sincere could stage a fight like this against all odds .	['didnt', 'like', 'boy', 'begin', 'man', 'wasnt', 'sincere', 'could', 'stage', 'fight', 'like', 'odds']	didnt like boy begin man wasnt sincere could stage fight like odds	3
Watch your ass , [PERSON] boy .	['watch', 'ass', 'person', 'boy']	watch ass person boy	1
We're going airborne !	['going', 'airborne']	going airborne	2
Sometimes cheap perfume can be very exciting .	['sometimes', 'cheap', 'perfume', 'exciting']	sometimes cheap perfume exciting	5
No , it isn't . Just because we aren't expecting resistance , don't relax on this one .	['isnt', 'arent', 'expecting', 'resistance', 'dont', 'relax', 'one']	isnt arent expecting resistance dont relax one	4
[PERSON] , you're losing your family !	['person', 'youre', 'losing', 'family']	person youre losing family	1, 4, 6
That's [PERSON]'s , he values that . He won it ! Good !	['thats', 'persons', 'values', 'good']	thats persons values good	5, 7
Mitä nyt ? , [PERSON] , please .	['mitä', 'nyt', 'person', 'please']	mitä nyt person please	1
Your ship's been in lots of battles .	['ships', 'lots', 'battles']	ships lots battles	8
Now isn't that jolly ?	['isnt', 'jolly']	isnt jolly	5, 7
I can be a friend to you , you know .	['friend', 'know']	friend know	2, 5
Oh , I'm fine .	['oh', 'im', 'fine']	oh im fine	2, 5
You naughty boys .	['naughty', 'boys']	naughty boys	1, 3
Satan !	['satan']	satan	7
The Hundjager I killed was Verrat .	['hundjager', 'killed', 'verrat']	hundjager killed verrat	2, 5
Wait ... wait - wait ,	['wait', 'wait', 'wait']	wait wait wait	4
What could possibly be the matter ?	['could', 'possibly', 'matter']	could possibly matter	1
But a crime was committed here and I'm going after her for it .	['crime', 'committed', 'im', 'going']	crime committed im going	1, 2
How about yourself ? - Cool .	['cool']	cool	2
That's very good .	['thats', 'good']	thats good	5
Undoubtedly we can expect something soon .	['undoubtedly', 'expect', 'something', 'soon']	undoubtedly expect something soon	2
Let's go and see my cousin .	['lets', 'go', 'see', 'cousin']	lets go see cousin	2
Sit down .	['sit']	sit	1
Here ... the Revolution started .	['revolution', 'started']	revolution started	5
I can't afford the wheels .	['cant', 'afford', 'wheels']	cant afford wheels	6
I don't know . We just ... became friends . And then it became more than that .	['dont', 'know', 'became', 'friends', 'became']	dont know became friends became	8, 5
I'm gonna take you to all the capitals of all the countries in the world .	['im', 'gonna', 'take', 'capitals', 'countries', 'world']	im gonna take capitals countries world	2
Please , be careful .	['please', 'careful']	please careful	4
I am going to throw up .	['going', 'throw']	going throw	3
You stole them turnips from [PERSON] and it's the wrong time of the year for stealing .	['stole', 'turnips', 'person', 'wrong', 'time', 'year', 'stealing']	stole turnips person wrong time year stealing	3
Are my glasses there ? Eh ... no .	['glasses', 'eh']	glasses eh	1
Well , I know a few of the guys .	['well', 'know', 'guys']	well know guys	5, 7
Let's get married .	['lets', 'get', 'married']	lets get married	2
Go on . Get the hell out of here .	['go', 'get', 'hell']	go get hell	1
If you don't give me my $ 200 , I'm going to tell a policeman how you got it and he'll make you give it to me , 'cause it's mine .	['dont', 'give', '200', 'im', 'going', 'tell', 'policeman', 'got', 'hell', 'make', 'give', 'cause', 'mine']	dont give 200 im going tell policeman got hell make give cause mine	1
Not so bad , but there's dirty weather ahead .	['bad', 'theres', 'dirty', 'weather', 'ahead']	bad theres dirty weather ahead	4
You know , so it shouldn't fall apart in his hands .	['know', 'shouldnt', 'fall', 'apart', 'hands']	know shouldnt fall apart hands	8
I'm tired of being only three inches high .	['im', 'tired', 'three', 'inches', 'high']	im tired three inches high	6
I am not your horse .	['horse']	horse	6, 7
Acknowledging defeat is never easy .	['acknowledging', 'defeat', 'never', 'easy']	acknowledging defeat never easy	6
This thing isn't here for decoration .	['thing', 'isnt', 'decoration']	thing isnt decoration	1
He was a [LOCATION] bus driver , and when I was a boy , he used to take me over the river to [LOCATION] , where the rich people lived .	['location', 'bus', 'driver', 'boy', 'used', 'take', 'river', 'location', 'rich', 'people', 'lived']	location bus driver boy used take river location rich people lived	8
You !	[]		1, 3
It can't be so hard to die .	['cant', 'hard', 'die']	cant hard die	3
I don't know what it is	['dont', 'know']	dont know	7
Father !	['father']	father	2, 5, 7
You still workin' on that deal ?	['still', 'workin', 'deal']	still workin deal	7
Hey , fuck off !	['hey', 'fuck']	hey fuck	1
So it must have been important .	['must', 'important']	must important	8
They told me you wouldn't see me .	['told', 'wouldnt', 'see']	told wouldnt see	7
But I didn't sleep yet .	['didnt', 'sleep', 'yet']	didnt sleep yet	7
It was just ... something happened that ... hasn't happened in like years .	['something', 'happened', 'hasnt', 'happened', 'like', 'years']	something happened hasnt happened like years	4, 6, 7
I do not want to hear one more insubordinate word ... from anyone in this platoon .	['want', 'hear', 'one', 'insubordinate', 'word', 'anyone', 'platoon']	want hear one insubordinate word anyone platoon	3
Do you celebrate tonight ?	['celebrate', 'tonight']	celebrate tonight	2
Shit happens .	['shit', 'happens']	shit happens	3
In the summertime , at sunset , the whole beach looks incredible .	['summertime', 'sunset', 'whole', 'beach', 'looks', 'incredible']	summertime sunset whole beach looks incredible	5
How many other generals can boast the favor and support of a leader ... so gifted in the arts of war ?	['many', 'generals', 'boast', 'favor', 'support', 'leader', 'gifted', 'arts', 'war']	many generals boast favor support leader gifted arts war	8
You're just like Grandma , always judging me .	['youre', 'like', 'grandma', 'always', 'judging']	youre like grandma always judging	1
I can wind this one up in six weeks .	['wind', 'one', 'six', 'weeks']	wind one six weeks	5
[PERSON] knew his way around the old neighbourhoods .	['person', 'knew', 'way', 'around', 'old', 'neighbourhoods']	person knew way around old neighbourhoods	8
And I was thinking more of sushi ?	['thinking', 'sushi']	thinking sushi	7
Suppose they meet ?	['suppose', 'meet']	suppose meet	4
Yeah , yeah , that's a really good idea , because if anybody does come here , it's just me and [PERSON] , and , you know , the little guy .	['yeah', 'yeah', 'thats', 'really', 'good', 'idea', 'anybody', 'come', 'person', 'know', 'little', 'guy']	yeah yeah thats really good idea anybody come person know little guy	2
How did I get mixed up with a bum like him ?	['get', 'mixed', 'bum', 'like']	get mixed bum like	3
It's my birthday . I thought I'd invite you for dinner .	['birthday', 'thought', 'id', 'invite', 'dinner']	birthday thought id invite dinner	2, 5
He ain't gonna make it .	['aint', 'gonna', 'make']	aint gonna make	4, 6
A fortunate young man .	['fortunate', 'young', 'man']	fortunate young man	5
It's very good .	['good']	good	5
All I could think of was that they were going to kill me .	['could', 'think', 'going', 'kill']	could think going kill	4
How can you say such a thing ?	['say', 'thing']	say thing	1
Then I think you need to see a doctor .	['think', 'need', 'see', 'doctor']	think need see doctor	4
[PERSON] , didn't you go and bat for me ? It was the owner's call .	['person', 'didnt', 'go', 'bat', 'owners', 'call']	person didnt go bat owners call	1
How about -- this cereal is really good .	['cereal', 'really', 'good']	cereal really good	7
I was very angry with him .	['angry']	angry	1
It's nice to meet you .	['nice', 'meet']	nice meet	5
Let's not get carried away here .	['lets', 'get', 'carried', 'away']	lets get carried away	7
I can't breathe !	['cant', 'breathe']	cant breathe	4
Let's talk about something else .	['lets', 'talk', 'something', 'else']	lets talk something else	3
What do you know ?	['know']	know	2
You leave that door open !	['leave', 'door', 'open']	leave door open	1
I'll get chocolate chip . Coming up .	['ill', 'get', 'chocolate', 'chip', 'coming']	ill get chocolate chip coming	2
You tell her .	['tell']	tell	1
You're the hero of the hour .	['youre', 'hero', 'hour']	youre hero hour	8
Or hunting . You prefer hunting ?	['hunting', 'prefer', 'hunting']	hunting prefer hunting	2
He didn't look well last night .	['didnt', 'look', 'well', 'last', 'night']	didnt look well last night	6
