text	tokenized	preprocessed	label	1gram	2gram	3gram
Now , my five ordinary senses , what with alcohol and other forms of abuse , are nothing special , but I have a sixth sense that any witch in the world would give her left broomstick to have .	['five', 'ordinary', 'senses', 'alcohol', 'forms', 'abuse', 'nothing', 'special', 'sixth', 'sense', 'witch', 'world', 'would', 'give', 'left', 'broomstick']	five ordinary senses alcohol forms abuse nothing special sixth sense witch world would give left broomstick	5	['five', 'ordinary', 'senses', 'alcohol', 'forms', 'abuse', 'nothing', 'special', 'sixth', 'sense', 'witch', 'world', 'would', 'give', 'left', 'broomstick']	['five ordinary', 'ordinary senses', 'senses alcohol', 'alcohol forms', 'forms abuse', 'abuse nothing', 'nothing special', 'special sixth', 'sixth sense', 'sense witch', 'witch world', 'world would', 'would give', 'give left', 'left broomstick']	['five ordinary senses', 'ordinary senses alcohol', 'senses alcohol forms', 'alcohol forms abuse', 'forms abuse nothing', 'abuse nothing special', 'nothing special sixth', 'special sixth sense', 'sixth sense witch', 'sense witch world', 'witch world would', 'world would give', 'would give left', 'give left broomstick']
Nothin' man . Whatever .	['nothin', 'man', 'whatever']	nothin man whatever	1, 3	['nothin', 'man', 'whatever']	['nothin man', 'man whatever']	['nothin man whatever']
I gave him my compartment . He only had coach seats .	['gave', 'compartment', 'coach', 'seats']	gave compartment coach seats	5	['gave', 'compartment', 'coach', 'seats']	['gave compartment', 'compartment coach', 'coach seats']	['gave compartment coach', 'compartment coach seats']
This prick's been cheating the whole game .	['pricks', 'cheating', 'whole', 'game']	pricks cheating whole game	1, 3	['pricks', 'cheating', 'whole', 'game']	['pricks cheating', 'cheating whole', 'whole game']	['pricks cheating whole', 'cheating whole game']
Look at what you've done .	['look', 'youve', 'done']	look youve done	1	['look', 'youve', 'done']	['look youve', 'youve done']	['look youve done']
I just came over to share my happiness with you , [PERSON] .	['came', 'share', 'happiness', 'person']	came share happiness person	5	['came', 'share', 'happiness', 'person']	['came share', 'share happiness', 'happiness person']	['came share happiness', 'share happiness person']
Merry Christmas .	['merry', 'christmas']	merry christmas	5	['merry', 'christmas']	['merry christmas']	[]
How'd you find us ?	['howd', 'find', 'us']	howd find us	7	['howd', 'find', 'us']	['howd find', 'find us']	['howd find us']
[PERSON] , most can barely walk .	['person', 'barely', 'walk']	person barely walk	4	['person', 'barely', 'walk']	['person barely', 'barely walk']	['person barely walk']
I feel sorry .	['feel', 'sorry']	feel sorry	6	['feel', 'sorry']	['feel sorry']	[]
But if [PERSON]'s an angel , why ain't he in Heaven ?	['persons', 'angel', 'aint', 'heaven']	persons angel aint heaven	3, 4, 6, 7	['persons', 'angel', 'aint', 'heaven']	['persons angel', 'angel aint', 'aint heaven']	['persons angel aint', 'angel aint heaven']
We expect the best from you .	['expect', 'best']	expect best	2	['expect', 'best']	['expect best']	[]
Help us please !	['help', 'us', 'please']	help us please	4	['help', 'us', 'please']	['help us', 'us please']	['help us please']
Of course , but we are only telling you because we know you'll want to rescue him .	['course', 'telling', 'know', 'youll', 'want', 'rescue']	course telling know youll want rescue	2, 4	['course', 'telling', 'know', 'youll', 'want', 'rescue']	['course telling', 'telling know', 'know youll', 'youll want', 'want rescue']	['course telling know', 'telling know youll', 'know youll want', 'youll want rescue']
Not now , [PERSON] , I'm busy !	['person', 'im', 'busy']	person im busy	1, 2, 3	['person', 'im', 'busy']	['person im', 'im busy']	['person im busy']
Now that particular statement really pissed me off , because I don't think Congress did any such thing .	['particular', 'statement', 'really', 'pissed', 'dont', 'think', 'congress', 'thing']	particular statement really pissed dont think congress thing	1, 3	['particular', 'statement', 'really', 'pissed', 'dont', 'think', 'congress', 'thing']	['particular statement', 'statement really', 'really pissed', 'pissed dont', 'dont think', 'think congress', 'congress thing']	['particular statement really', 'statement really pissed', 'really pissed dont', 'pissed dont think', 'dont think congress', 'think congress thing']
[PERSON] was so excited about your coming .	['person', 'excited', 'coming']	person excited coming	5	['person', 'excited', 'coming']	['person excited', 'excited coming']	['person excited coming']
I have a condo with a pool .	['condo', 'pool']	condo pool	5	['condo', 'pool']	['condo pool']	[]
[PERSON] was a good cop .	['person', 'good', 'cop']	person good cop	8	['person', 'good', 'cop']	['person good', 'good cop']	['person good cop']
You feel better , [PERSON] ?	['feel', 'better', 'person']	feel better person	5	['feel', 'better', 'person']	['feel better', 'better person']	['feel better person']
This is one sophisticated operation .	['one', 'sophisticated', 'operation']	one sophisticated operation	8, 7	['one', 'sophisticated', 'operation']	['one sophisticated', 'sophisticated operation']	['one sophisticated operation']
I just went to sleep , woke up feeling fine , remembered everything .	['went', 'sleep', 'woke', 'feeling', 'fine', 'remembered', 'everything']	went sleep woke feeling fine remembered everything	5	['went', 'sleep', 'woke', 'feeling', 'fine', 'remembered', 'everything']	['went sleep', 'sleep woke', 'woke feeling', 'feeling fine', 'fine remembered', 'remembered everything']	['went sleep woke', 'sleep woke feeling', 'woke feeling fine', 'feeling fine remembered', 'fine remembered everything']
This is a risk we dare not ignore .	['risk', 'dare', 'ignore']	risk dare ignore	4	['risk', 'dare', 'ignore']	['risk dare', 'dare ignore']	['risk dare ignore']
There's nothing else I can do .	['theres', 'nothing', 'else']	theres nothing else	6	['theres', 'nothing', 'else']	['theres nothing', 'nothing else']	['theres nothing else']
This is for life .	['life']	life	8, 5	['life']	[]	[]
Consuella is right .	['consuella', 'right']	consuella right	8	['consuella', 'right']	['consuella right']	[]
Anyway , these are the things that was taught to me and , if you want , I'd like to teach to you .	['anyway', 'things', 'taught', 'want', 'id', 'like', 'teach']	anyway things taught want id like teach	8, 2, 5	['anyway', 'things', 'taught', 'want', 'id', 'like', 'teach']	['anyway things', 'things taught', 'taught want', 'want id', 'id like', 'like teach']	['anyway things taught', 'things taught want', 'taught want id', 'want id like', 'id like teach']
Yeah , we got unfinished business ! Her and me .	['yeah', 'got', 'unfinished', 'business']	yeah got unfinished business	1	['yeah', 'got', 'unfinished', 'business']	['yeah got', 'got unfinished', 'unfinished business']	['yeah got unfinished', 'got unfinished business']
This sure is a happy day to me .	['sure', 'happy', 'day']	sure happy day	5	['sure', 'happy', 'day']	['sure happy', 'happy day']	['sure happy day']
You know I'm gonna be the president , right ?	['know', 'im', 'gonna', 'president', 'right']	know im gonna president right	1	['know', 'im', 'gonna', 'president', 'right']	['know im', 'im gonna', 'gonna president', 'president right']	['know im gonna', 'im gonna president', 'gonna president right']
Boy , you amaze me .	['boy', 'amaze']	boy amaze	7	['boy', 'amaze']	['boy amaze']	[]
I thought you were a confirmed private .	['thought', 'confirmed', 'private']	thought confirmed private	7	['thought', 'confirmed', 'private']	['thought confirmed', 'confirmed private']	['thought confirmed private']
I'm gonna straighten you out once and for all !	['im', 'gonna', 'straighten']	im gonna straighten	1	['im', 'gonna', 'straighten']	['im gonna', 'gonna straighten']	['im gonna straighten']
You've got a beard ! You're a man !	['youve', 'got', 'beard', 'youre', 'man']	youve got beard youre man	7	['youve', 'got', 'beard', 'youre', 'man']	['youve got', 'got beard', 'beard youre', 'youre man']	['youve got beard', 'got beard youre', 'beard youre man']
That's what foxes me .	['thats', 'foxes']	thats foxes	1	['thats', 'foxes']	['thats foxes']	[]
Get out of my way !	['get', 'way']	get way	1	['get', 'way']	['get way']	[]
It's a train robbery .	['train', 'robbery']	train robbery	4	['train', 'robbery']	['train robbery']	[]
The cops are all over the place .	['cops', 'place']	cops place	4	['cops', 'place']	['cops place']	[]
If that's true , we were guilty .	['thats', 'true', 'guilty']	thats true guilty	2, 4, 6	['thats', 'true', 'guilty']	['thats true', 'true guilty']	['thats true guilty']
Remind me to ask you later why your kisses don't seem quite the same .	['remind', 'ask', 'later', 'kisses', 'dont', 'seem', 'quite']	remind ask later kisses dont seem quite	6	['remind', 'ask', 'later', 'kisses', 'dont', 'seem', 'quite']	['remind ask', 'ask later', 'later kisses', 'kisses dont', 'dont seem', 'seem quite']	['remind ask later', 'ask later kisses', 'later kisses dont', 'kisses dont seem', 'dont seem quite']
I want them to tell [PERSON] that [PERSON] is dirty .	['want', 'tell', 'person', 'person', 'dirty']	want tell person person dirty	2	['want', 'tell', 'person', 'person', 'dirty']	['want tell', 'tell person', 'person person', 'person dirty']	['want tell person', 'tell person person', 'person person dirty']
Get away from that wood !	['get', 'away', 'wood']	get away wood	1	['get', 'away', 'wood']	['get away', 'away wood']	['get away wood']
You can see that they are jealous .	['see', 'jealous']	see jealous	5	['see', 'jealous']	['see jealous']	[]
Oh , I'm awfully sorry , everybody .	['oh', 'im', 'awfully', 'sorry', 'everybody']	oh im awfully sorry everybody	6	['oh', 'im', 'awfully', 'sorry', 'everybody']	['oh im', 'im awfully', 'awfully sorry', 'sorry everybody']	['oh im awfully', 'im awfully sorry', 'awfully sorry everybody']
Sorry . - Sorry to wake you .	['sorry', 'sorry', 'wake']	sorry sorry wake	6	['sorry', 'sorry', 'wake']	['sorry sorry', 'sorry wake']	['sorry sorry wake']
Get ready to grab the son of a gun .	['get', 'ready', 'grab', 'son', 'gun']	get ready grab son gun	2	['get', 'ready', 'grab', 'son', 'gun']	['get ready', 'ready grab', 'grab son', 'son gun']	['get ready grab', 'ready grab son', 'grab son gun']
Have you a sales force , or are you still relying on divine intervention ?	['sales', 'force', 'still', 'relying', 'divine', 'intervention']	sales force still relying divine intervention	1, 3	['sales', 'force', 'still', 'relying', 'divine', 'intervention']	['sales force', 'force still', 'still relying', 'relying divine', 'divine intervention']	['sales force still', 'force still relying', 'still relying divine', 'relying divine intervention']
I'm gonna kill myself .	['im', 'gonna', 'kill']	im gonna kill	6	['im', 'gonna', 'kill']	['im gonna', 'gonna kill']	['im gonna kill']
Thanks .	['thanks']	thanks	8, 5	['thanks']	[]	[]
Isn't that wonderful , father ?	['isnt', 'wonderful', 'father']	isnt wonderful father	5	['isnt', 'wonderful', 'father']	['isnt wonderful', 'wonderful father']	['isnt wonderful father']
Boss , you think of everything .	['boss', 'think', 'everything']	boss think everything	8	['boss', 'think', 'everything']	['boss think', 'think everything']	['boss think everything']
You wicked boy .	['wicked', 'boy']	wicked boy	1	['wicked', 'boy']	['wicked boy']	[]
His Majesty is very demanding .	['majesty', 'demanding']	majesty demanding	1, 7	['majesty', 'demanding']	['majesty demanding']	[]
Well , how do you think that I make ends meet with your father Gallivanting off to [LOCATION] ?	['well', 'think', 'make', 'ends', 'meet', 'father', 'gallivanting', 'location']	well think make ends meet father gallivanting location	1	['well', 'think', 'make', 'ends', 'meet', 'father', 'gallivanting', 'location']	['well think', 'think make', 'make ends', 'ends meet', 'meet father', 'father gallivanting', 'gallivanting location']	['well think make', 'think make ends', 'make ends meet', 'ends meet father', 'meet father gallivanting', 'father gallivanting location']
I know he was your friend .	['know', 'friend']	know friend	8	['know', 'friend']	['know friend']	[]
Inclined to hound subordinates about small details ?	['inclined', 'hound', 'subordinates', 'small', 'details']	inclined hound subordinates small details	1, 2	['inclined', 'hound', 'subordinates', 'small', 'details']	['inclined hound', 'hound subordinates', 'subordinates small', 'small details']	['inclined hound subordinates', 'hound subordinates small', 'subordinates small details']
No , she's calling your home .	['shes', 'calling', 'home']	shes calling home	1	['shes', 'calling', 'home']	['shes calling', 'calling home']	['shes calling home']
What the hell ?	['hell']	hell	1, 7	['hell']	[]	[]
Get in .	['get']	get	3	['get']	[]	[]
Listen , I've had just about enough of your comedy , clown .	['listen', 'ive', 'enough', 'comedy', 'clown']	listen ive enough comedy clown	1	['listen', 'ive', 'enough', 'comedy', 'clown']	['listen ive', 'ive enough', 'enough comedy', 'comedy clown']	['listen ive enough', 'ive enough comedy', 'enough comedy clown']
The only reasonable explanation is a germ , a bacteria or a virus , that has a mind - altering effect .	['reasonable', 'explanation', 'germ', 'bacteria', 'virus', 'mind', 'altering', 'effect']	reasonable explanation germ bacteria virus mind altering effect	4, 6	['reasonable', 'explanation', 'germ', 'bacteria', 'virus', 'mind', 'altering', 'effect']	['reasonable explanation', 'explanation germ', 'germ bacteria', 'bacteria virus', 'virus mind', 'mind altering', 'altering effect']	['reasonable explanation germ', 'explanation germ bacteria', 'germ bacteria virus', 'bacteria virus mind', 'virus mind altering', 'mind altering effect']
I tormented you with an old hatred that's no longer real .	['tormented', 'old', 'hatred', 'thats', 'longer', 'real']	tormented old hatred thats longer real	6	['tormented', 'old', 'hatred', 'thats', 'longer', 'real']	['tormented old', 'old hatred', 'hatred thats', 'thats longer', 'longer real']	['tormented old hatred', 'old hatred thats', 'hatred thats longer', 'thats longer real']
Here there's a roof over your head Might as well stay here	['theres', 'roof', 'head', 'might', 'well', 'stay']	theres roof head might well stay	8, 2	['theres', 'roof', 'head', 'might', 'well', 'stay']	['theres roof', 'roof head', 'head might', 'might well', 'well stay']	['theres roof head', 'roof head might', 'head might well', 'might well stay']
