text	text_nopunct	text_downcase	tokenized	nostop	lemmatized	label
I'll make amends .	Ill make amends	ill make amends	['ill', 'make', 'amends']	['ill', 'make', 'amends']	['ill', 'make', 'amends']	8, 2, 4, 6
What's this Chicken Volavent ?	Whats this Chicken Volavent	whats this chicken volavent	['whats', 'this', 'chicken', 'volavent']	['whats', 'chicken', 'volavent']	['whats', 'chicken', 'volavent']	7
You know what I like about you ?	You know what I like about you	you know what i like about you	['you', 'know', 'what', 'i', 'like', 'about', 'you']	['know', 'like']	['know', 'like']	8
Grab him .	Grab him	grab him	['grab', 'him']	['grab']	['grab']	2
From the bowels of hell ...	From the bowels of hell	from the bowels of hell	['from', 'the', 'bowels', 'of', 'hell']	['bowels', 'hell']	['bowel', 'hell']	4
Your finger got bited from your mouth with your teeth ? Uh-huh .	Your finger got bited from your mouth with your teeth  Uhhuh	your finger got bited from your mouth with your teeth  uhhuh	['your', 'finger', 'got', 'bited', 'from', 'your', 'mouth', 'with', 'your', 'teeth', 'uhhuh']	['finger', 'got', 'bited', 'mouth', 'teeth', 'uhhuh']	['finger', 'got', 'bited', 'mouth', 'teeth', 'uhhuh']	3, 7
I wouldn't take the slightest risk now you've made such a great reputation for yourself in the Senate .	I wouldnt take the slightest risk now youve made such a great reputation for yourself in the Senate	i wouldnt take the slightest risk now youve made such a great reputation for yourself in the senate	['i', 'wouldnt', 'take', 'the', 'slightest', 'risk', 'now', 'youve', 'made', 'such', 'a', 'great', 'reputation', 'for', 'yourself', 'in', 'the', 'senate']	['wouldnt', 'take', 'slightest', 'risk', 'youve', 'made', 'great', 'reputation', 'senate']	['wouldnt', 'take', 'slightest', 'risk', 'youve', 'made', 'great', 'reputation', 'senate']	4
Your famous [PERSON] is safe .	Your famous PERSON is safe	your famous person is safe	['your', 'famous', 'person', 'is', 'safe']	['famous', 'person', 'safe']	['famous', 'person', 'safe']	2, 5
Let us out !	Let us out	let us out	['let', 'us', 'out']	['let', 'us']	['let', 'u']	1, 4
Come in out of the rain .	Come in out of the rain	come in out of the rain	['come', 'in', 'out', 'of', 'the', 'rain']	['come', 'rain']	['come', 'rain']	8
You knew that file didn't have a damn thing to do with my case .	You knew that file didnt have a damn thing to do with my case	you knew that file didnt have a damn thing to do with my case	['you', 'knew', 'that', 'file', 'didnt', 'have', 'a', 'damn', 'thing', 'to', 'do', 'with', 'my', 'case']	['knew', 'file', 'didnt', 'damn', 'thing', 'case']	['knew', 'file', 'didnt', 'damn', 'thing', 'case']	1
I just wan na feel better .	I just wan na feel better	i just wan na feel better	['i', 'just', 'wan', 'na', 'feel', 'better']	['wan', 'na', 'feel', 'better']	['wan', 'na', 'feel', 'better']	6
It must be in your genes .	It must be in your genes	it must be in your genes	['it', 'must', 'be', 'in', 'your', 'genes']	['must', 'genes']	['must', 'gene']	5
What if an RD conks out ?	What if an RD conks out	what if an rd conks out	['what', 'if', 'an', 'rd', 'conks', 'out']	['rd', 'conks']	['rd', 'conk']	6
All right , then .	All right  then	all right  then	['all', 'right', 'then']	['right']	['right']	8, 5
Do you think I'd be grateful for an easy life when my friends are treated like animals ?	Do you think Id be grateful for an easy life when my friends are treated like animals	do you think id be grateful for an easy life when my friends are treated like animals	['do', 'you', 'think', 'id', 'be', 'grateful', 'for', 'an', 'easy', 'life', 'when', 'my', 'friends', 'are', 'treated', 'like', 'animals']	['think', 'id', 'grateful', 'easy', 'life', 'friends', 'treated', 'like', 'animals']	['think', 'id', 'grateful', 'easy', 'life', 'friend', 'treated', 'like', 'animal']	3
What ? [PERSON] has an exemplary record with the bureau .	What  PERSON has an exemplary record with the bureau	what  person has an exemplary record with the bureau	['what', 'person', 'has', 'an', 'exemplary', 'record', 'with', 'the', 'bureau']	['person', 'exemplary', 'record', 'bureau']	['person', 'exemplary', 'record', 'bureau']	1
Are you a fool or a mutineer ?	Are you a fool or a mutineer	are you a fool or a mutineer	['are', 'you', 'a', 'fool', 'or', 'a', 'mutineer']	['fool', 'mutineer']	['fool', 'mutineer']	2, 3
So why don't you tell me a little about yourself ?	So why dont you tell me a little about yourself	so why dont you tell me a little about yourself	['so', 'why', 'dont', 'you', 'tell', 'me', 'a', 'little', 'about', 'yourself']	['dont', 'tell', 'little']	['dont', 'tell', 'little']	2
Otherwise , what good am I to them ?	Otherwise  what good am I to them	otherwise  what good am i to them	['otherwise', 'what', 'good', 'am', 'i', 'to', 'them']	['otherwise', 'good']	['otherwise', 'good']	6
Thank you , thank you , thank you ...	Thank you  thank you  thank you	thank you  thank you  thank you	['thank', 'you', 'thank', 'you', 'thank', 'you']	['thank', 'thank', 'thank']	['thank', 'thank', 'thank']	8
That's it !	Thats it	thats it	['thats', 'it']	['thats']	['thats']	1
You don't like to see me enjoying myself .	You dont like to see me enjoying myself	you dont like to see me enjoying myself	['you', 'dont', 'like', 'to', 'see', 'me', 'enjoying', 'myself']	['dont', 'like', 'see', 'enjoying']	['dont', 'like', 'see', 'enjoying']	6
You can hold the frog .	You can hold the frog	you can hold the frog	['you', 'can', 'hold', 'the', 'frog']	['hold', 'frog']	['hold', 'frog']	8
We mean it , sir , all kiddin' aside .	We mean it  sir  all kiddin aside	we mean it  sir  all kiddin aside	['we', 'mean', 'it', 'sir', 'all', 'kiddin', 'aside']	['mean', 'sir', 'kiddin', 'aside']	['mean', 'sir', 'kiddin', 'aside']	8, 2, 5, 7
Motherfuckers !	Motherfuckers	motherfuckers	['motherfuckers']	['motherfuckers']	['motherfucker']	1
I have heard that the King is ....	I have heard that the King is	i have heard that the king is	['i', 'have', 'heard', 'that', 'the', 'king', 'is']	['heard', 'king']	['heard', 'king']	2
She puts the same information out there , Collects her paycheck , and somehow she sleeps at night .	She puts the same information out there  Collects her paycheck  and somehow she sleeps at night	she puts the same information out there  collects her paycheck  and somehow she sleeps at night	['she', 'puts', 'the', 'same', 'information', 'out', 'there', 'collects', 'her', 'paycheck', 'and', 'somehow', 'she', 'sleeps', 'at', 'night']	['puts', 'information', 'collects', 'paycheck', 'somehow', 'sleeps', 'night']	['put', 'information', 'collect', 'paycheck', 'somehow', 'sleep', 'night']	3, 7
They'll beg us to let them in .	Theyll beg us to let them in	theyll beg us to let them in	['theyll', 'beg', 'us', 'to', 'let', 'them', 'in']	['theyll', 'beg', 'us', 'let']	['theyll', 'beg', 'u', 'let']	1
See you later .	See you later	see you later	['see', 'you', 'later']	['see', 'later']	['see', 'later']	2, 5
So now that you're a good guy , what about the bad guys ?	So now that youre a good guy  what about the bad guys	so now that youre a good guy  what about the bad guys	['so', 'now', 'that', 'youre', 'a', 'good', 'guy', 'what', 'about', 'the', 'bad', 'guys']	['youre', 'good', 'guy', 'bad', 'guys']	['youre', 'good', 'guy', 'bad', 'guy']	2
If you have a lawyer , it's a good time to call him .	If you have a lawyer  its a good time to call him	if you have a lawyer  its a good time to call him	['if', 'you', 'have', 'a', 'lawyer', 'its', 'a', 'good', 'time', 'to', 'call', 'him']	['lawyer', 'good', 'time', 'call']	['lawyer', 'good', 'time', 'call']	8
So do not listen to anything	So do not listen to anything	so do not listen to anything	['so', 'do', 'not', 'listen', 'to', 'anything']	['listen', 'anything']	['listen', 'anything']	1
Everybody except me .	Everybody except me	everybody except me	['everybody', 'except', 'me']	['everybody', 'except']	['everybody', 'except']	6
We've got the best soldiers in the German army here .	Weve got the best soldiers in the German army here	weve got the best soldiers in the german army here	['weve', 'got', 'the', 'best', 'soldiers', 'in', 'the', 'german', 'army', 'here']	['weve', 'got', 'best', 'soldiers', 'german', 'army']	['weve', 'got', 'best', 'soldier', 'german', 'army']	8
Please ... No ...	Please  No	please  no	['please', 'no']	['please']	['please']	4
But he's dead .	But hes dead	but hes dead	['but', 'hes', 'dead']	['hes', 'dead']	['he', 'dead']	6
I say this as a friend .	I say this as a friend	i say this as a friend	['i', 'say', 'this', 'as', 'a', 'friend']	['say', 'friend']	['say', 'friend']	8
She gave you that ?	She gave you that	she gave you that	['she', 'gave', 'you', 'that']	['gave']	['gave']	7
Awkward ass .	Awkward ass	awkward ass	['awkward', 'ass']	['awkward', 'ass']	['awkward', 'as']	3
I would put money on us .	I would put money on us	i would put money on us	['i', 'would', 'put', 'money', 'on', 'us']	['would', 'put', 'money', 'us']	['would', 'put', 'money', 'u']	8, 2
I can't wait to see that [PERSON] .	I cant wait to see that PERSON	i cant wait to see that person	['i', 'cant', 'wait', 'to', 'see', 'that', 'person']	['cant', 'wait', 'see', 'person']	['cant', 'wait', 'see', 'person']	2
How can we be absolutely sure the waste disposal is taken care of ?	How can we be absolutely sure the waste disposal is taken care of	how can we be absolutely sure the waste disposal is taken care of	['how', 'can', 'we', 'be', 'absolutely', 'sure', 'the', 'waste', 'disposal', 'is', 'taken', 'care', 'of']	['absolutely', 'sure', 'waste', 'disposal', 'taken', 'care']	['absolutely', 'sure', 'waste', 'disposal', 'taken', 'care']	4
Was the public in danger as a result of the accident ?	Was the public in danger as a result of the accident	was the public in danger as a result of the accident	['was', 'the', 'public', 'in', 'danger', 'as', 'a', 'result', 'of', 'the', 'accident']	['public', 'danger', 'result', 'accident']	['public', 'danger', 'result', 'accident']	4
Don't you call my husband names !	Dont you call my husband names	dont you call my husband names	['dont', 'you', 'call', 'my', 'husband', 'names']	['dont', 'call', 'husband', 'names']	['dont', 'call', 'husband', 'name']	1
What they do with the tapes is their own business .	What they do with the tapes is their own business	what they do with the tapes is their own business	['what', 'they', 'do', 'with', 'the', 'tapes', 'is', 'their', 'own', 'business']	['tapes', 'business']	['tape', 'business']	1
It's just the beginning .	Its just the beginning	its just the beginning	['its', 'just', 'the', 'beginning']	['beginning']	['beginning']	1, 5
He's in my dressing room .	Hes in my dressing room	hes in my dressing room	['hes', 'in', 'my', 'dressing', 'room']	['hes', 'dressing', 'room']	['he', 'dressing', 'room']	2
Wipe that fucking smile off your face !	Wipe that fucking smile off your face	wipe that fucking smile off your face	['wipe', 'that', 'fucking', 'smile', 'off', 'your', 'face']	['wipe', 'fucking', 'smile', 'face']	['wipe', 'fucking', 'smile', 'face']	3
She's very unhappy .	Shes very unhappy	shes very unhappy	['shes', 'very', 'unhappy']	['shes', 'unhappy']	['shes', 'unhappy']	6
Yes , sir .	Yes  sir	yes  sir	['yes', 'sir']	['yes', 'sir']	['yes', 'sir']	8, 4
Do you want to come down and hang out or something ?	Do you want to come down and hang out or something	do you want to come down and hang out or something	['do', 'you', 'want', 'to', 'come', 'down', 'and', 'hang', 'out', 'or', 'something']	['want', 'come', 'hang', 'something']	['want', 'come', 'hang', 'something']	2
You're not getting anywhere , are you ?	Youre not getting anywhere  are you	youre not getting anywhere  are you	['youre', 'not', 'getting', 'anywhere', 'are', 'you']	['youre', 'getting', 'anywhere']	['youre', 'getting', 'anywhere']	1
Here they are in all their glory !	Here they are in all their glory	here they are in all their glory	['here', 'they', 'are', 'in', 'all', 'their', 'glory']	['glory']	['glory']	5
Oh , great news , I got some turkey burgers , you know we can grill , and watch a little Monday Night Raw tonight if you want ?	Oh  great news  I got some turkey burgers  you know we can grill  and watch a little Monday Night Raw tonight if you want	oh  great news  i got some turkey burgers  you know we can grill  and watch a little monday night raw tonight if you want	['oh', 'great', 'news', 'i', 'got', 'some', 'turkey', 'burgers', 'you', 'know', 'we', 'can', 'grill', 'and', 'watch', 'a', 'little', 'monday', 'night', 'raw', 'tonight', 'if', 'you', 'want']	['oh', 'great', 'news', 'got', 'turkey', 'burgers', 'know', 'grill', 'watch', 'little', 'monday', 'night', 'raw', 'tonight', 'want']	['oh', 'great', 'news', 'got', 'turkey', 'burger', 'know', 'grill', 'watch', 'little', 'monday', 'night', 'raw', 'tonight', 'want']	5
What are you talking about , dad ,	What are you talking about  dad	what are you talking about  dad	['what', 'are', 'you', 'talking', 'about', 'dad']	['talking', 'dad']	['talking', 'dad']	4, 6, 7
I might have been a lot of things , but I never was a tramp .	I might have been a lot of things  but I never was a tramp	i might have been a lot of things  but i never was a tramp	['i', 'might', 'have', 'been', 'a', 'lot', 'of', 'things', 'but', 'i', 'never', 'was', 'a', 'tramp']	['might', 'lot', 'things', 'never', 'tramp']	['might', 'lot', 'thing', 'never', 'tramp']	3
They screwed him up .	They screwed him up	they screwed him up	['they', 'screwed', 'him', 'up']	['screwed']	['screwed']	6
I don't make deals with peasants !	I dont make deals with peasants	i dont make deals with peasants	['i', 'dont', 'make', 'deals', 'with', 'peasants']	['dont', 'make', 'deals', 'peasants']	['dont', 'make', 'deal', 'peasant']	3
Who the hell is that ?	Who the hell is that	who the hell is that	['who', 'the', 'hell', 'is', 'that']	['hell']	['hell']	1
I'm sorry they don't like me .	Im sorry they dont like me	im sorry they dont like me	['im', 'sorry', 'they', 'dont', 'like', 'me']	['im', 'sorry', 'dont', 'like']	['im', 'sorry', 'dont', 'like']	6
Damn you !	Damn you	damn you	['damn', 'you']	['damn']	['damn']	1
