text	tokenized	preprocessed	label
Frank . The Benzedrine's got my teeth wiggling .	['frank', 'benzedrin', 'got', 'teeth', 'wiggl']	frank benzedrin got teeth wiggl	3
From a year of war you've become lazy , a drunkard and a coward .	['year', 'war', 'youv', 'becom', 'lazi', 'drunkard', 'coward']	year war youv becom lazi drunkard coward	3
From the moment you surrendered , you ceased to be soldiers .	['moment', 'surrend', 'ceas', 'soldier']	moment surrend ceas soldier	3
Fucking cannibal .	['fuck', 'cannib']	fuck cannib	3
Fucking honey dripper .	['fuck', 'honey', 'dripper']	fuck honey dripper	3
Get a job , dummy .	['get', 'job', 'dummi']	get job dummi	3
Get him in the corridor .	['get', 'corridor']	get corridor	3
Get in .	['get']	get	3
Get naked and tell me the truth about my money .	['get', 'nake', 'tell', 'truth', 'money']	get nake tell truth money	3
Get off your ass , get a job and get a fucking life .	['get', 'ass', 'get', 'job', 'get', 'fuck', 'life']	get ass get job get fuck life	1, 3
Get one more car done and we'll see .	['get', 'one', 'car', 'done', 'well', 'see']	get one car done well see	3
Get out of the way !	['get', 'way']	get way	1, 3
Get outta here , you goddamn parasite .	['get', 'outta', 'goddamn', 'parasit']	get outta goddamn parasit	3
Get rid of him , [PERSON] .	['get', 'rid', 'person']	get rid person	3
Get that piece of pigshit out here .	['get', 'piec', 'pigshit']	get piec pigshit	3
Get the fuck back !	['get', 'fuck', 'back']	get fuck back	1, 3, 4
Get up ! They won't fuck with us in the water ! Come on !	['get', 'wont', 'fuck', 'us', 'water', 'come']	get wont fuck us water come	3
Getting raped on a daily basis by upwards of adults a day , having at these seventh grade kids any way they want .	['get', 'rape', 'daili', 'basi', 'upward', 'adult', 'day', 'seventh', 'grade', 'kid', 'ani', 'way', 'want']	get rape daili basi upward adult day seventh grade kid ani way want	1, 3, 4, 6
Give him a break , would you ?	['give', 'break', 'would']	give break would	1, 3
Give it up .	['give']	give	1, 3
Give me some information . Something . Anything !	['give', 'inform', 'someth', 'anyth']	give inform someth anyth	1, 3
Give the bitch to me .	['give', 'bitch']	give bitch	3
Give us a statement ! Dozens are dead .	['give', 'us', 'statement', 'dozen', 'dead']	give us statement dozen dead	1, 3, 6
Go ahead , [GAY SLUR] .	['go', 'ahead', 'gay', 'slur']	go ahead gay slur	3
Go away ! I won't let it happen .	['go', 'away', 'wont', 'let', 'happen']	go away wont let happen	3
Go call your pimp to look after you !	['go', 'call', 'pimp', 'look']	go call pimp look	3
Go home .	['go', 'home']	go home	1, 3
Go to your girlfriend's or a hotel , but don't come home .	['go', 'girlfriend', 'hotel', 'dont', 'come', 'home']	go girlfriend hotel dont come home	3
God damn , I better not see her naked on payday .	['god', 'damn', 'better', 'see', 'nake', 'payday']	god damn better see nake payday	3
God knows why , but they want this strike .	['god', 'know', 'whi', 'want', 'strike']	god know whi want strike	1, 3
God , it's ugly here .	['god', 'ugli']	god ugli	3
Goddamn it , [PERSON] .	['goddamn', 'person']	goddamn person	1, 3
Goddamn little bitch secretary .	['goddamn', 'littl', 'bitch', 'secretari']	goddamn littl bitch secretari	3
Goddamn , that thing's got more holes than my daddy's rubber .	['goddamn', 'thing', 'got', 'hole', 'daddi', 'rubber']	goddamn thing got hole daddi rubber	3
Grow up . Leave your mother .	['grow', 'leav', 'mother']	grow leav mother	3, 6
Grown - up men playing with monkeys .	['grown', 'men', 'play', 'monkey']	grown men play monkey	3
Guy ought to have his ass removed .	['guy', 'ought', 'ass', 'remov']	guy ought ass remov	1, 3
[PERSON] , get back upstairs with the brat .	['person', 'get', 'back', 'upstair', 'brat']	person get back upstair brat	3
[PERSON] , you fool !	['person', 'fool']	person fool	3
Happy ? !	['happi']	happi	1, 3, 6
Has been infected with a new strain typhoid ?	['infect', 'new', 'strain', 'typhoid']	infect new strain typhoid	3
Hasn't got a halfpenny to his name .	['hasnt', 'got', 'halfpenni', 'name']	hasnt got halfpenni name	3
Have a drink with the unwashed .	['drink', 'unwash']	drink unwash	3
Have you a sales force , or are you still relying on divine intervention ?	['sale', 'forc', 'still', 'reli', 'divin', 'intervent']	sale forc still reli divin intervent	1, 3
Have you been drinking ?	['drink']	drink	3
Have you no patriotism ?	['patriot']	patriot	3
Have you thought for a moment about her ?	['thought', 'moment']	thought moment	1, 3
He accused me of selling out .	['accus', 'sell']	accus sell	1, 3
He ain't God .	['aint', 'god']	aint god	3
He ain't gonna put out bucks on a lousy pair .	['aint', 'gonna', 'put', 'buck', 'lousi', 'pair']	aint gonna put buck lousi pair	1, 3
He ain't worth the stress .	['aint', 'worth', 'stress']	aint worth stress	1, 3
He attacked your bitch .	['attack', 'bitch']	attack bitch	1, 3
He bought it the day following his appointment to the Senate and is using his privileged office for his own personal profit !	['bought', 'day', 'follow', 'appoint', 'senat', 'use', 'privileg', 'offic', 'person', 'profit']	bought day follow appoint senat use privileg offic person profit	3
He did that night .	['night']	night	3, 4
He don't even work .	['dont', 'even', 'work']	dont even work	3
He don't get it .	['dont', 'get']	dont get	3
He dropped his old - fashioned wrench .	['drop', 'old', 'fashion', 'wrench']	drop old fashion wrench	3
He forgets easy what that money cost me .	['forget', 'easi', 'money', 'cost']	forget easi money cost	1, 3
He had a bad moustache , a lot of bad habits .	['bad', 'moustach', 'lot', 'bad', 'habit']	bad moustach lot bad habit	3
He hates everybody .	['hate', 'everybodi']	hate everybodi	1, 3
He hit me .	['hit']	hit	1, 3
He humiliated me !	['humili']	humili	1, 3, 6
He is an upwardly - mobile super-achiever and lives in a condo on [LOCATION] .	['upward', 'mobil', 'superachiev', 'live', 'condo', 'locat']	upward mobil superachiev live condo locat	3
He is unworthy of command .	['unworthi', 'command']	unworthi command	3
He isn't half the father you were .	['isnt', 'half', 'father']	isnt half father	8, 3
He just got drunk and stared .	['got', 'drunk', 'stare']	got drunk stare	3
He killed more people than cholera .	['kill', 'peopl', 'cholera']	kill peopl cholera	3
He laid me out , strung me up and then ...	['laid', 'strung']	laid strung	3
( Coughing ) Do you know you're out of your mind ?	['cough', 'know', 'mind']	cough know mind	8, 4, 7
( isaac crying ) - it's cranky time .	['isaac', 'cri', 'cranki', 'time']	isaac cri cranki time	4
( Knocking )	['knock']	knock	2, 4
( laughter ) woman :	['laughter', 'woman']	laughter woman	4
* don't want to be re-re-re-repossessed * * re-re-re-repossessed	['dont', 'want', 'rerererepossess', 'rerererepossess']	dont want rerererepossess rerererepossess	4
* Uh-oh uh-oh ... Why did you take down the [LOCATION] Lace number ?	['uhoh', 'uhoh', 'whi', 'take', 'locat', 'lace', 'number']	uhoh uhoh whi take locat lace number	4, 7
A bomb ?	['bomb']	bomb	4
A boy is dead and my son and husband are still out there .	['boy', 'dead', 'son', 'husband', 'still']	boy dead son husband still	4
A cop having a nervous breakdown might have shot two drug dealers . They might have .	['cop', 'nervous', 'breakdown', 'might', 'shot', 'two', 'drug', 'dealer', 'might']	cop nervous breakdown might shot two drug dealer might	4, 6
A dead animal !	['dead', 'anim']	dead anim	4, 7
A deal is impossible .	['deal', 'imposs']	deal imposs	4
A deception ?	['decept']	decept	4
A force of nature capable of giving rise to all things wicked ?	['forc', 'natur', 'capabl', 'give', 'rise', 'thing', 'wick']	forc natur capabl give rise thing wick	4
A gunfight .	['gunfight']	gunfight	4
A lot of firepower .	['lot', 'firepow']	lot firepow	4
A lot of the gauges over the engineer's ... panel are broken .	['lot', 'gaug', 'engin', 'panel', 'broken']	lot gaug engin panel broken	4
A man died from looking at his wife .	['man', 'die', 'look', 'wife']	man die look wife	4
A man dropped you off unconscious . Who ?	['man', 'drop', 'unconsci']	man drop unconsci	4
A man was killed in his plane and bled all over him .	['man', 'kill', 'plane', 'bled']	man kill plane bled	4
A river patrol just fished a girl out of the water .	['river', 'patrol', 'fish', 'girl', 'water']	river patrol fish girl water	4
A strange ship was sighted running out of the storm .	['strang', 'ship', 'sight', 'run', 'storm']	strang ship sight run storm	4
A strange voice , a set of instructions that might have come from anywhere .	['strang', 'voic', 'set', 'instruct', 'might', 'come', 'anywher']	strang voic set instruct might come anywher	4
A vampire ...	['vampir']	vampir	4, 7
A vast area would be uninhabitable , with many cancer cases later .	['vast', 'area', 'would', 'uninhabit', 'mani', 'cancer', 'case', 'later']	vast area would uninhabit mani cancer case later	4
A warship .	['warship']	warship	2, 4
A whale can jump up like an earthquake and come down on you like a mountain that somehow put to sea .	['whale', 'jump', 'like', 'earthquak', 'come', 'like', 'mountain', 'somehow', 'put', 'sea']	whale jump like earthquak come like mountain somehow put sea	4
A whale can stave in the ribs of the biggest ships , swallow whole crews , pick its teeth with the oars .	['whale', 'stave', 'rib', 'biggest', 'ship', 'swallow', 'whole', 'crew', 'pick', 'teeth', 'oar']	whale stave rib biggest ship swallow whole crew pick teeth oar	4
Aarfy , if anything happens to me , will you take care of my girl ?	['aarfi', 'anyth', 'happen', 'take', 'care', 'girl']	aarfi anyth happen take care girl	4
Act natural .	['act', 'natur']	act natur	4
Admiral know what that is ?	['admir', 'know']	admir know	8, 4, 7
After this , I doubt we shall be allowed to live at all .	['doubt', 'shall', 'allow', 'live']	doubt shall allow live	4
Ain't no way in the world I'm goin' up that path .	['aint', 'way', 'world', 'im', 'goin', 'path']	aint way world im goin path	4
[PERSON] , I am in danger .	['person', 'danger']	person danger	4
All guns to fire at the turn .	['gun', 'fire', 'turn']	gun fire turn	2, 4
All I ask of you is be careful .	['ask', 'care']	ask care	4
All I could think of was that they were going to kill me .	['could', 'think', 'go', 'kill']	could think go kill	4
All killed ?	['kill']	kill	4
All right , for those people on the street , if there's any trouble , collapse on the house . Those inside , stay inside .	['right', 'peopl', 'street', 'ani', 'troubl', 'collaps', 'hous', 'insid', 'stay', 'insid']	right peopl street ani troubl collaps hous insid stay insid	4, 7
All right , I'll tell him .	['right', 'ill', 'tell']	right ill tell	8, 4
All right , let's get the hell out .	['right', 'let', 'get', 'hell']	right let get hell	4
All right , what's happenin' out there ?	['right', 'happenin']	right happenin	2, 4
All right . Nobody move .	['right', 'nobodi', 'move']	right nobodi move	4
All that noise and fire ...	['nois', 'fire']	nois fire	4
All the flight crew is ... either dead or ... or badly injured .	['flight', 'crew', 'either', 'dead', 'bad', 'injur']	flight crew either dead bad injur	4
All the Nuke you'll ever need .	['nuke', 'youll', 'ever', 'need']	nuke youll ever need	2, 4
All we want is to live on the land of our fathers in peace .	['want', 'live', 'land', 'father', 'peac']	want live land father peac	4
Almighty Sir ... do not drop us in the claws of the eternal death ...	['almighti', 'sir', 'drop', 'us', 'claw', 'etern', 'death']	almighti sir drop us claw etern death	4
Am I a criminal for that ?	['crimin']	crimin	4
Am I really good enough ?	['realli', 'good', 'enough']	realli good enough	4
Am I sure ?	['sure']	sure	4, 7
An enemy had saved my life by the violent murder of one of my best friends .	['enemi', 'save', 'life', 'violent', 'murder', 'one', 'best', 'friend']	enemi save life violent murder one best friend	4
And as I was relating this to him , our missiles started shutting down one by one .	['relat', 'missil', 'start', 'shut', 'one', 'one']	relat missil start shut one one	4
And at the end of the happy day he is slaughtered jolly with a knife .	['end', 'happi', 'day', 'slaughter', 'jolli', 'knife']	end happi day slaughter jolli knife	2, 4, 7
And her blood is a deadly venom .	['blood', 'dead', 'venom']	blood dead venom	4
And I felt real scared , [LOCATION] .	['felt', 'real', 'scare', 'locat']	felt real scare locat	4
And I haven't seen her since .	['havent', 'seen', 'sinc']	havent seen sinc	4, 6
And I panicked , and I lied .	['panick', 'lie']	panick lie	4, 6
And I was thinking ' Why haven't they arrested us ? ' 	['think', 'whi', 'havent', 'arrest', 'us']	think whi havent arrest us	4, 7
And if he doesn't get it , he goes into bankruptcy and throws 900 , men out of work .	['doesnt', 'get', 'goe', 'bankruptci', 'throw', 'men', 'work']	doesnt get goe bankruptci throw men work	4
And it starts creating the specter of a threat .	['start', 'creat', 'specter', 'threat']	start creat specter threat	4
