text	label
Now , you get a good rest and next week you'll begin a new life .	8
I don't want any lesson , Shooter .	1
Let's do it .	8, 5
Shut your mouth !	1, 3
And [LOCATION] is a very moral country .	8
There is no time to explain .	3
That means she can probably handle the kidnappers on her end .	8, 2
I want to find out about this place .	2
[PERSON] , I'm not an idiot and I don't appreciate being treated like one .	1
She was a prisoner as I was , and he just heard that she's dead .	6
You worked hard .	8
I just know it .	2
Anyone'd think you didn't want to get better .	7
I love the moment of their death , when I am one with [PERSON] .	5
Her medicine !	7
We need protection .	8
We'll hurry .	2
It's gonna be a treacherous hike .	2, 4
Sounds tough .	6
That ain't [LOCATION] .	1
It's because he's relentless .	1
I feel not much better now .	6
You're positively an incredible human being .	5
It's over , [PERSON] .	6
Hey , quit moving in there !	1
You gonna knock off a police lieutenant ?	1
If we do this , we're in trouble .	4
Just see how happy the people look from here .	5
Is this Truth or Dare ? Say what ?	7
You know ... Sometimes I even amaze myself .	8, 5
I don't want us to end up enemies .	4
[PERSON] , if there's one thing I know about , it's Mr. [PERSON] Q. Public .	5
You've always been the stronger character .	8
They're coming !	4
Good stuff .	5
Hey .	8, 2, 5
Are we gonna rescue an old man or stand here and argue ?	1
Sure I do .	7
That's it , [PERSON] .	8, 1, 3
What , it's over ?	6, 7
You're contaminated .	4
You're gonna be a father .	2, 5
Well , I did all my homework .	8
Twenty - four , maybe even twenty - five years .	4, 6
You were so good .	8, 5
You've got a big mouth , Senator .	3
Two booger - eaters dead ahead . Easy .	2
It's all been like a crazy nightmare .	4
I want hugs . - Morning hugs .	8, 5
There's a shortcut near here .	8, 2, 5
Please sit down , sober up .	1, 3
Tomorrow , [PERSON] ... My friend and mentor , will testify he thinks I'm guilty .	6
The fairy tale again .	1
People do when they've been ill .	6
Get on out of here !	1
It should be fun doing some detective work .	8, 2, 5
You can't quit now .	8
Love thy neighbour .	8
The whole account balance bullshit , Regional knows someone's been stealing And I told them it was you .	1, 3
When do we leave ?	3, 7
Boy , those English sure have a lot of guts .	7
Your dinner smells good .	5
I'm sorry that I could not divulge the truth to you of all men .	6
Did you have a warrant to search his trunk ?	1
We have diddly - shit .	1, 6
If you start to hesitate , call me .	2, 5
Get off ! - Outside , please .	1
Tonight , I hand in my resignation .	2
Come off !	1, 2
Why remember things when you can wish for them ?	2, 7
Dear , a mere child .	3, 4
Remember to chew them well , okay ?	8
I love you , [PERSON] .	5
Out .	1
Don't listen to him or we'll all be slaughtered .	1
I ain't talking about that crap !	1
But I am guilty .	6
That's more like it .	5
Listen , I got an idea .	2
Oh , sir , you forgot your map . And our million dollars .	1, 2, 7
I remember being at the courthouse , and there were people outside holding signs and I thought , you know , how cool to have all this support .	5
You will pay me back .	1, 2
An animal had gnawed off its own foot to escape from a trap .	6
I'll get you another one . Catch it .	8
Join my class ?	2
She's been through enough .	6
When I first took a deal to become an undercover informant in a biker gang , I did it to save my own skin. ,	4
You're paid at the bank opposite the hospital .	2
It's a very busy time right now .	1
You pull one thing , you're out .	1
I'm gonna see you do the right thing .	8, 2
♪ - Oh ! - ( Laughing )	5
I want my million .	2
No more soap opera .	3
Where's the chief , ? Do not get smart with me !	1
Look you're better here coping than in a clinic giving up . You're gonna be out here eventually coping anyway .	8, 2, 5
The government in the palm of my hand .	2
It was super quick . Okay , will I see you later ?	2
What you have to ask is whether you will be able to resist him .	8, 4
That's how marriages are arranged down here .	8, 1
Mes dames et messieurs , good night !	5
Cover up her mouth !	1
Barley ?	7
Just give me the stamp . I love you , [PERSON] , [PERSON] , [PERSON] , [PERSON] , whatever your name is .	8, 2, 5
Cheerful sort of a bloke .	5
You bring him !	1
She loves us very much .	5
Come on , show yourself , you coward .	3
Never saw a man yet could hold his liquor like a bottle .	7
We spoke to police lieutenant [PERSON] laker at the scene this afternoon .	6
It is not the one .	6
Now , this is as good a time as any , [PERSON] , to get our relationship straight once and for all .	1, 2
She died trying to save my daughter .	6, 7
That's when they start to drift away .	6
Somebody will listen to me .	2
Why aren't you working ?	1
Hope you took your Geritol ... 'Cause it's time to dance !	2, 5
You must go , go at once , before [PERSON] catches you here .	4
I'll tear it out of the calendar .	1
Your orders .	8
Where shall we begin ?	2
Judgement of murder !	1, 4
It's a beautiful story , whatever the reason .	5
Wait for your friend there .	8
You knew nothing about DeVriess and you know even less about [PERSON] .	8, 1, 3
But you would have gone ...	6
Yeah , I dreamt about trains .	5
It's called urban blight .	6
A smokin' good time .	5
So that you could tell me this ?	1, 7
I want to tell you , [PERSON] , you've done a marvelous job .	8
Looks cute .	5
Don't you guys think that'll do it ?	4
Oh , he ain't alone .	2, 4, 7
Then why are you hanging around here ?	7
Sorry , I hit him .	3, 6
I'll go with them !	2
It's ... unselfish love .	2, 5
This is long , man .	1, 3
As am I . The black community deserves so much better than [PERSON]'s failed policies .	8, 1, 4
Of course . Thank you .	5
Because tonight we're gonna go out and kill a wild boar .	2
What are the chances of finding that ?	7
We should celebrate this with a bottle of wine .	5
Dig deeper on the [LOCATION] lead .	2
Tell her we're waiting .	1
It's such a ridiculous ...	3
Pretty good shooting , young fella .	5
Drink to the winner !	5
It's simple and I'm helping , so we knock it off in three or four days .	2
I'm going to puke	3
You ought to come down sometime .	2
Everything gets easier from now on .	5
Please help us .	4
Well , sir a free translation would be that [PERSON]'s a yellow - bellied polecat of dubious antecedents and conjectural progeny .	3
It don't hurt having ' an angel on your side .	8, 4
So , how hot are my girlfriend's new jeans ?	2, 5
I know that you need help , I know that I'm in no position to give it to you , - so , as your friend ...	6
Sometimes the captain of a ship needs help ... constructive loyalty .	8
Perfect for a single man living alone .	5
Dolores , a bourbon , and make it a double .	2
Let's shove off !	1, 2, 3, 4, 5
I mean , he had a great sense of humor . He wasn't another junkie with a homemade mm .	5, 6
Case , it strikes me you chose a strange time to tell us this .	7
I love you , Cross .	5
Father , this could kill you . Yes . Yes , but that's irrelevant .	8, 4
Do as I tell you !	1
Unbelievable .	7
The president would like to be a friend to you , but you're making it very difficult .	1, 2, 3
Yeah , and the husbands are happy .	5
Sin .	3, 4
I didn't mean to scare you .	6, 7
Destroy everything ?	4
I just got wised up to something funny the last few days .	7
We just having a little fun .	5
You can make it , old girl !	8
That's wonderful .	5
Our ratings have gone up .	5
Fuck !	1
Night !	2, 5
I took a valium . Feel like I'm drunk .	5, 7
Help me , please ! - Get him off me !	4
He's a bit soft that Inspector , isn't he ?	7
Tell the boys anyone caught arguing with a depositor will be fired .	1
She'll kill you ! She killed him !	4
Your brother taught you to kiss ?	7
I'm obliged to you for getting me out of the fix I was in .	8
Let me borrow that pen again .	1, 2
Pretty sea . Pretty sand .	5
I don't know if he was a good man or if he was a bad man .	7
I'm really gonna enjoy this . - Give it a rest , will you ?	8, 2, 3, 5
I hate bankers .	3
Maybe we'll get lucky .	2, 5
Look , I'm trying to find a number of [PERSON] , in King's Cross .	1
I still haven't recovered No energy to jump	6
Round everybody up , pat them down . Let's get EOD in here . You got it .	2
Haven't seen you for a while .	7
I promise .	8, 2, 4, 5
I am sick and tired of this contemptible young man !	3
Please ?	2
I don't care .	3
You were unavailable for consultation .	1
What can I do for you ?	8, 2
He'll lay out the plan of operation for you .	2
Glad to have you with us , Big Casino .	5
I noticed an enormous difference between [PERSON]'s projected figures and the ones off the extro - budget in the [LOCATION] market .	7
I'll get us some burritos and Cokes while you pull a few .	2
[PERSON] finally agrees .	5
Here it comes .	2
You feel qualified ?	1, 3
These little rascals make life worth living .	8, 5
Recycled jockstraps .	3
They were a little stupid .	1
Come on , it's me , [PERSON] .	4
If we don't get that money , how's [PERSON] gonna go to seattle ?	4
I can hardly wait for you to grow up .	3
A vampire ...	4, 7
l needed him alive !	4
Oh , [PERSON] .	4, 7
Therefore , we do here and now band ourselves ... into a brotherhood of buccaneers ... to practice the trade of piracy on the high seas .	8
He acted strange .	7
Maybe they heard something .	4
But the windows will ?	7
If you ask you're going to get an absolute no .	1
I am what I look like !	1, 6
We're professionals , just like you .	4
Got a problem with that ?	1, 2
She'll never make another picture .	1, 6
knots through the harbour ?	7
The court can't hear you .	4
You're just a product .	3, 6
Who are they ?	2
Mark : There's a big wind coming !	7
You will advise [PERSON] of his rights and get a statement from him .	8, 5
He's about to be boiled in oil .	1, 3, 4
You're funny .	5
Well ... I've heard enough .	3
Oh , I'm sorry .	3, 6
You've always had to work ?	7
Yeah , I'm just waiting for the taxi .	2
Why , that's exactly what I was about to do , sugar .	2, 5
I just did that to torment you .	1
I want to go home , now . I'll talk to [PERSON] .	1, 3
I'm in love !	5
But there's nothing for me to do after 3:00 .	6
I hope so , sir .	2, 5
I don't believe what we have done .	7
Put your swords down !	1
In hours every hit man in [LOCATION] will be here . I seriously doubt that .	4
And to my surprise to my deep surprise , it's harder to say goodbye than I thought .	6
You do not let me down .	8
Is it possible to bring you back to reality for one moment ?	1
You made a big mistake , [PERSON] .	1, 3, 6
Yes . We will be there .	8
Good we're not broke , or we'd really be miserable .	7
