text	label	labelarr	first_label
For heaven's sake , stay there !	1	['1']	1
Her father murdered her mother .	3, 6, 7	['3', ' 6', ' 7']	3
Will you arrange a conference for us ?	8	['8']	8
How's everybody doin' out there ?	2, 5	['2', ' 5']	2
I got my coat back !	5	['5']	5
You gonna knock off a police lieutenant ?	1	['1']	1
These are some of the highest ranking military officials in our defense program .	4	['4']	4
I look good in a mink coat , honey .	5	['5']	5
And what better than to sacrifice one of the beast's own servants whom we caught masquerading as a holy sister of the Mother Church ?	3	['3']	3
I'm gonna see it if I have to go blind trying .	1	['1']	1
You can at least , for Christ's sake ... lie to me .	6	['6']	6
And were you not told the same thing by his wife ?	7	['7']	7
Why don't you just get out of here .	1	['1']	1
So what do we do about the hostage situation , sir ?	4	['4']	4
Everybody been sworn ?	2	['2']	2
From top to bottom we are riddled with cruelty .	6	['6']	6
We rumbled . - l mean we rumbled with anybody .	5	['5']	5
I have been waiting , for more than an hour .	2	['2']	2
Do you know the meaning of love , professor ?	2	['2']	2
Then there's no hope .	6	['6']	6
Oh , it was just ...	7	['7']	7
No , my colleagues and I didn't find Captain [PERSON] a perfect officer .	3	['3']	3
Oh , macaroni and cheese . - Same old story .	6	['6']	6
Don't call me commander .	1	['1']	1
You must have loved your [PERSON] .	8, 6	['8', ' 6']	8
Thanks for the recap .	2, 5	['2', ' 5']	2
You been in touch with [PERSON] ...	4	['4']	4
And [LOCATION] is a very moral country .	8	['8']	8
You can keep 'em !	1	['1']	1
Nice tits , sure , But a face I wouldn't want to Wipe my feet on .	3	['3']	3
Now , that doesn't go in there .	1	['1']	1
I used to be popular , wasn't I , [PERSON] ?	6	['6']	6
I want it the way it used to be .	6	['6']	6
That Dude ought to be ashamed of himself .	3	['3']	3
They breed like rabbits , don't do any work and expect Welfare to put them on [LOCATION] .	1, 3	['1', ' 3']	1
You aren't one of them , are you ?	1, 4	['1', ' 4']	1
I wasn't really sure that Judge [PERSON] had a firm grip	4	['4']	4
Good night , [PERSON] . Good night . - Good night .	8, 5	['8', ' 5']	8
You must go now .	2	['2']	2
You think I'll let her out when you'll have her around people like [PERSON] ?	3	['3']	3
I'm involved with someone else .	6	['6']	6
I got a man here that sailed on the Golden Arrow And lived to tell about it .	7	['7']	7
I'm a safety girl .	8	['8']	8
Push ! Here it is ! Here it is !	8, 2, 5, 7	['8', ' 2', ' 5', ' 7']	8
As I said , it's nothing fancy , but it's clean .	5	['5']	5
Open the door !	1, 2	['1', ' 2']	1
Let's get started .	2	['2']	2
Do not leave fingerprints !	1, 4	['1', ' 4']	1
My friends and I would like to party with five of your girls in [LOCATION]'s Pen .	2	['2']	2
And he wouldn't let you help him ?	7	['7']	7
How could you let her do a thing like this ? What ?	2, 7	['2', ' 7']	2
Will you hold this a minute , please ?	8	['8']	8
That was lovely .	5	['5']	5
How can you afford it ?	7	['7']	7
Halt negotiations immediately .	1	['1']	1
Where did [PERSON] get his share of money ?	7	['7']	7
There's a lot of us who'd ride with you .	8	['8']	8
Who let you in ?	7	['7']	7
What are you trying to do to me ?	1, 2, 4	['1', ' 2', ' 4']	1
Your chest again .	7	['7']	7
You think [PERSON]'s gonna buy that ?	4	['4']	4
Nice tree .	5	['5']	5
Wait till somebody gets killed ?	1, 3, 4, 6, 7	['1', ' 3', ' 4', ' 6', ' 7']	1
And me , [PERSON] , I'm with her .	5	['5']	5
Hey , hey , hey ! Where does it say	7	['7']	7
You may be right .	8, 2, 4, 6	['8', ' 2', ' 4', ' 6']	8
We haven't eaten yet .	6	['6']	6
It's the first time he's told me the truth !	7	['7']	7
As much as I would regret saving his .	1	['1']	1
The girl is my concern , not yours .	1	['1']	1
Hey , she loves those flabellina oculina !	5, 7	['5', ' 7']	5
I'm taking him out to see monuments .	2	['2']	2
You suggested I needed a representative on [PERSON] .	7	['7']	7
Wasn't that wonderful ?	5	['5']	5
Let's change the subject .	1	['1']	1
No . - [PERSON] , you're not finished .	1	['1']	1
I'm just fine .	5	['5']	5
Welcome to [LOCATION] , ma'am .	5	['5']	5
But you're lying .	3	['3']	3
Cross , man , it's gonna cost you .	1	['1']	1
You really should be AM and FM ...	6, 7	['6', ' 7']	6
I looked everywhere for my wife but couldn't find her .	6	['6']	6
There's a good chance that she'll respond .	2	['2']	2
And it's a miracle old [PERSON]'s alive today .	5, 7	['5', ' 7']	5
How long do you expect the world to believe those aren't your soldiers ?	3	['3']	3
Her husband has a beer one night ... Doesn't even comment on the glass .	1, 3	['1', ' 3']	1
Can't we walk and get friendly , or better acquainted , or something ?	2	['2']	2
Listen , buddy , you're getting by pretty easy .	8	['8']	8
Let's keep it daddy , okay ? What ?	2, 5	['2', ' 5']	2
He ain't worth the stress .	1, 3	['1', ' 3']	1
Just this once , [PERSON] , why don't you empty your own ashtrays ?	1, 3	['1', ' 3']	1
Move and I'll slit your throat !	1	['1']	1
You don't have to say the words , Governor .	6	['6']	6
Now that hurts . Because this was my intention from the very beginning .	6, 7	['6', ' 7']	6
How much of that junk are we gonna bring up ?	3	['3']	3
Pardon me , are you an explorer ?	7	['7']	7
You're one of the greatest stud players I've seen .	8, 5	['8', ' 5']	8
I'll never get this . We're doomed !	4, 6	['4', ' 6']	4
There's no bloody exits .	1	['1']	1
Maybe he'd better start carrying his own matches . Oh ?	7	['7']	7
Hundred dollars a night ?	7	['7']	7
We'll start with an easy program .	8, 2	['8', ' 2']	8
I have known what it is like to be in love , to be married in a church to a man that I love ,	8, 5	['8', ' 5']	8
She can verify that !	8, 5, 7	['8', ' 5', ' 7']	8
A manicure and a haircut wouldn't do any harm .	3	['3']	3
I like to watch .	5	['5']	5
Ringo ! 	5	['5']	5
Everything you've got !	3	['3']	3
I want you to make a little phone call for me .	8	['8']	8
You're ruining it !	1	['1']	1
Are you just about finished ?	1	['1']	1
[PERSON] , you're asking me to make a total commitment of men and money on the basis of a hunch .	4	['4']	4
I'd like to meet this man and smoke with him .	2	['2']	2
Would you like a cup of coffee ?	5	['5']	5
We mustn't let a little thing like this ruin our evening .	2, 5	['2', ' 5']	2
You haven't touched a thing .	1	['1']	1
I didn't mean to ruin your evening .	6	['6']	6
I'm gonna be sick .	3	['3']	3
Well , when you are fat , you don't move so fast .	3	['3']	3
What I'm saying is this aggression in [LOCATION] , by powers unknown , is a direct result of the uncertainty that our presidential situation has wrought .	1, 3	['1', ' 3']	1
We won't leave this palace alive .	6	['6']	6
Don't you call my husband ...	3	['3']	3
Coming !	2	['2']	2
I wan na thank you for what you're doin' for my son , [PERSON] .	8	['8']	8
You told [PERSON] ?	1	['1']	1
Not another word !	1	['1']	1
Could've told the truth , fucked them all , had the cigarette with me . That is such bullshit !	1	['1']	1
Everyone at work knows that I'm lying .	4, 6	['4', ' 6']	4
A whale can stave in the ribs of the biggest ships , swallow whole crews , pick its teeth with the oars .	4	['4']	4
All stations ready . Prepare for diving .	2	['2']	2
I'm not very good at that .	6	['6']	6
You meet somebody and you only got one night to really get to know them .	6	['6']	6
Something's wrong here .	4	['4']	4
It's no good .	6	['6']	6
No doubt the fellow is an impostor .	3	['3']	3
You know , I'm not so fond of raising money , but I think it's idiotic to turn that job over to him .	3	['3']	3
You're contaminated .	4	['4']	4
They're watching us .	4	['4']	4
Hell , I guess so . You guess so . Well , that's beautiful .	1	['1']	1
You're right . He has turned against me .	6	['6']	6
I'll start weeping with self - pity any minute .	6	['6']	6
Little punk is lying .	1	['1']	1
Don't move !	1, 2, 4, 7	['1', ' 2', ' 4', ' 7']	1
I know some French talk .	8	['8']	8
Enough with the water .	1, 3, 6, 7	['1', ' 3', ' 6', ' 7']	1
Tell me everything you saw and what you think it means .	8	['8']	8
Caught in the act .	7	['7']	7
Whatever your love wishes me to be , whatever is in your heart .	8	['8']	8
You've had your trial .	4	['4']	4
I can't believe I threw up in front of [PERSON] .	6	['6']	6
Oh , my gosh !	7	['7']	7
That's kinda sick , huh ?	1, 3	['1', ' 3']	1
Quick !	2	['2']	2
I don't approve of people rushing around carrying loaded revolvers .	3	['3']	3
That is hardly for you to decide .	1	['1']	1
I just hate to see a good man go to waste .	6	['6']	6
You're under arrest .	4	['4']	4
You're not thinking what I think you're thinking , are you ?	8, 2, 4, 7	['8', ' 2', ' 4', ' 7']	8
Murder is very , very real .	3, 6	['3', ' 6']	3
From now on we are .	5	['5']	5
I'm in fear of my life , you know .	4	['4']	4
How did we ever stand each other in that plane for three years during the war ?	7	['7']	7
I mean , aside from all of this junk .	3	['3']	3
Come in .	2	['2']	2
I don't trust him .	6, 7	['6', ' 7']	6
You sure this is the right address ?	7	['7']	7
Sorry about your finger .	6	['6']	6
We've got ta get the kids !	4	['4']	4
To think of her struggles , her fruitless cries for help .	6	['6']	6
Any suggestions ?	2	['2']	2
You fucking lied to [PERSON] . - l didn't lie to him .	1	['1']	1
Well , maybe she could dance one more time , just for tonight , huh ?	2, 5	['2', ' 5']	2
I don't want to be sent into that foreign atmosphere again .	4	['4']	4
The fire went out !	5	['5']	5
I'm looking for JR.	2	['2']	2
Makes rude gestures at people doing their socialist duties .	3	['3']	3
This is okay .	8	['8']	8
How long will you be able to keep the litigation going on your own resources ?	1	['1']	1
Vamos !	1, 2, 5	['1', ' 2', ' 5']	1
She's kind of lost .	6	['6']	6
Well , sir a free translation would be that [PERSON]'s a yellow - bellied polecat of dubious antecedents and conjectural progeny .	3	['3']	3
What if [PERSON]'s not gone ?	2, 5	['2', ' 5']	2
She nearly tried to kill me !	1, 3	['1', ' 3']	1
I feel another song coming on .	2	['2']	2
I want to be a great dad .	2	['2']	2
[PERSON] , listen to me .	6	['6']	6
Yeah , I'd love a cold beer .	2	['2']	2
That's it .	5	['5']	5
I just can't seem to throw anything out .	3, 6	['3', ' 6']	3
No , you done me a nice little favour doing that there .	5	['5']	5
You tell these men and Senator [PERSON] what to do ?	7	['7']	7
This witness will testify about a bar glass . They have no bar glass .	6, 7	['6', ' 7']	6
This is my last night , so I would love to sing a song for you that is very close to my heart .	5	['5']	5
I'm not going back to work now , thank you very much .	1	['1']	1
You protest too much .	1	['1']	1
♪ - Oh ! - ( Laughing )	5	['5']	5
Who in the world can do that ?	1, 7	['1', ' 7']	1
Hey , I'm a mama .	2	['2']	2
How come I never see you eating ?	7	['7']	7
She was precocious , nosy , opinionated .	3	['3']	3
I want one hero , not two mutineers .	1	['1']	1
Not right away ! That wouldn't be fair .	4	['4']	4
That was the night [PERSON] went away .	6	['6']	6
But , Mr. [PERSON] , what about ... ?	4	['4']	4
I mean you're gonna find it kind of hard to drive without any keys .	1, 2	['1', ' 2']	1
Sir , I don't care about the blame . I care about the safety of my team and I care about getting those Stingers back .	1, 2	['1', ' 2']	1
And what's more , I'm going to marry you , Terenia !	2	['2']	2
Good , daddy .	5	['5']	5
[PERSON] is not gonna let you go unless you tell him where she is .	1	['1']	1
Hello again .	3	['3']	3
Holy shit .	7	['7']	7
Every living being is capable of attack ... if sufficiently provoked .	1	['1']	1
Now , we must act immediately .	2	['2']	2
Altitude ? - Altitude . You want some altitude ?	1	['1']	1
I give up !	1, 3, 6	['1', ' 3', ' 6']	1
I didn't have time to ask .	1	['1']	1
You're the kind of person that gets innocent bystanders killed .	1, 3, 4	['1', ' 3', ' 4']	1
The thing is , [PERSON] , we lost a little time .	4	['4']	4
Rape , sex crimes , child molestation .	3	['3']	3
I'll see you downstairs .	8	['8']	8
Don't touch the money !	1	['1']	1
It works !	5	['5']	5
Thanks for the entertainment , gentlemen .	8, 2	['8', ' 2']	8
Man , they'd lock me up from now to [PERSON] .	4	['4']	4
Isn't this about professionalism ?	7	['7']	7
He's a poor boy .	6	['6']	6
All right , I'll tell him .	8, 4	['8', ' 4']	8
Prepare to dismount !	2	['2']	2
And it's the truth , of course .	8	['8']	8
You gonna bust everybody , or am I ?	2	['2']	2
He was afraid of losing his job .	4	['4']	4
You don't have a boy !	1	['1']	1
He's nervous , you know ?	8	['8']	8
C'mon ! Hurry !	2, 5	['2', ' 5']	2
I shall recommend you highly .	8	['8']	8
The land down under ? That's a fabulous idea !	5, 7	['5', ' 7']	5
I brought you these and a poem I wrote for you .	2	['2']	2
Okay , good luck I guess !	7	['7']	7
What a shame .	6	['6']	6
Boy , that old character mut be a kook .	4	['4']	4
Relax .	1, 4, 5	['1', ' 4', ' 5']	1
It don't hurt having ' an angel on your side .	8, 4	['8', ' 4']	8
You want some vodka ?	2	['2']	2
On the Polhemus thing , what the fuck is happening to the fingerprints report ?	1	['1']	1
We'll have just one drink and then we'll go .	2	['2']	2
Captain , we're in serious trouble .	4	['4']	4
Get off me ! Get off me !	1, 4	['1', ' 4']	1
I'll be here for a couple of days and I'd love to see you .	2	['2']	2
May I ? May I ?	2, 5	['2', ' 5']	2
Bye !	5	['5']	5
I won't live long .	6	['6']	6
Shall we celebrate ?	2, 5	['2', ' 5']	2
I know how this city degrades the individual .	2, 3, 6	['2', ' 3', ' 6']	2
Looks like you're going to have a party tonight .	2	['2']	2
Ahem . Father brophy was very disturbed .	1, 6	['1', ' 6']	1
Junior !	2, 5	['2', ' 5']	2
Do you accuse me , Mr. [PERSON] ?	1	['1']	1
You'll have a chance to judge for yourself .	8	['8']	8
I want to talk to you guys for a second .	2	['2']	2
Why , [PERSON] , what a thing to say !	3	['3']	3
Why were you hiding the evidence ?	3	['3']	3
It's just you know that sometimes ... Well , you're not wanted .	6	['6']	6
What kind of a deal is this ?	1	['1']	1
It's always nice to see you .	5	['5']	5
The [PERSON] whose testimony nearly sunk us all .	3	['3']	3
So why don't you tell me a little about yourself ?	2	['2']	2
You're so expert on things .	8	['8']	8
They'll be behind these desks some day .	2	['2']	2
We might go into business . Doing what ?	2	['2']	2
I can't do any more after that .	6, 7	['6', ' 7']	6
Bless me , Father , for I have sinned . Father ?	8	['8']	8
First [PERSON] , now [PERSON] .	6	['6']	6
I've never seen such activity .	7	['7']	7
Thank you very much for your attention and your interest	8	['8']	8
♪ years old ♪	5	['5']	5
I've lost another man and that bastard thinks it's funny .	3	['3']	3
Oh , I'd love to live out in the country .	2	['2']	2
Hurry , hurry !	4	['4']	4
If it was the Royals , I'd be dead right now .	8, 4	['8', ' 4']	8
[PERSON] asked me if I wanted to see him again .	7	['7']	7
We know where you live .	1, 2	['1', ' 2']	1
Well , the Kid hit him once , and he ain't come back yet .	4	['4']	4
Keep your head down , hotshot !	1, 4	['1', ' 4']	1
Right . And the living room nose and the kitchen forehead and den ears .	1	['1']	1
Act natural .	4	['4']	4
Don't worry , kid !	8	['8']	8
Oh , my gosh , you must be [PERSON] !	5, 7	['5', ' 7']	5
No , not perhaps  . 	6, 7	['6', ' 7']	6
You're murderers !	1, 3	['1', ' 3']	1
I thought it was all over .	7	['7']	7
When the world is ready ... for a new and better life ... All this will someday come to pass ...	2, 6	['2', ' 6']	2
Come on , man .	6, 7	['6', ' 7']	6
Why didn't you tell me about you and [PERSON] ?	1, 2	['1', ' 2']	1
